timestamp,x,y,z
0,-7.65,0.6,-0.97
10,-9.63,1.1,-1.7
20,-12.65,1.49,-2.83
30,-16.11,1.86,-4.08
40,-19.58,2.35,-5.36
50,-22.0,3.09,-6.46
60,-23.79,3.95,-7.17
70,-26.37,5.25,-7.82
80,-29.46,6.96,-7.86
90,-31.74,9.16,-6.69
100,-31.78,12.09,-4.38
110,-27.73,15.61,-1.69
120,-20.7,18.87,0.15
130,-12.71,21.05,0.61
140,-4.72,22.37,0.11
150,1.85,22.54,-0.55
160,7.36,22.28,-0.07
170,11.03,21.33,2.4
180,13.6,19.73,6.35
190,13.9,18.2,10.92
200,15.99,15.4,17.4
210,15.84,13.49,24.82
220,15.83,11.83,31.15
230,17.03,9.56,33.23
240,20.76,6.68,29.76
250,23.64,4.73,23.32
260,23.98,3.31,16.16
270,20.37,3.04,11.51
280,14.49,4.08,10.38
290,8.91,4.75,11.05
300,5.0,4.81,12.46
310,3.81,4.02,13.53
320,4.88,3.25,14.2
330,7.13,2.87,13.89
340,9.7,2.67,12.53
350,12.04,2.92,10.88
360,14.2,4.16,9.4
370,16.4,5.41,8.99
380,16.58,7.35,8.53
390,15.76,9.91,7.77
400,11.86,12.24,7.3
410,6.28,14.81,7.24
420,1.41,15.67,7.35
430,-2.27,15.3,7.29
440,-4.56,14.2,6.66
450,-5.47,13.17,5.74
460,-5.85,11.98,5.08
470,-6.13,10.85,4.97
480,-7.06,11.06,4.5
490,-8.01,10.29,4.3
500,-9.8,9.89,4.23
510,-12.72,9.87,4.13
520,-15.21,9.86,4.1
530,-17.7,9.75,4.01
540,-19.38,9.59,3.72
550,-20.95,9.63,3.79
560,-21.91,9.73,3.85
570,-21.49,9.9,4.33
580,-20.01,10.0,4.58
590,-18.64,10.17,4.24
600,-17.73,10.63,3.16
610,-17.79,10.68,1.95
620,-18.58,11.29,0.96
630,-19.38,12.68,0.49
640,-20.76,15.29,-0.15
650,-20.6,19.35,-1.0
660,-17.46,23.79,-1.98
670,-11.33,28.0,-2.13
680,-4.81,30.67,-1.84
690,-0.99,31.78,-2.09
700,0.01,32.78,-3.93
710,3.53,32.64,-5.53
720,9.11,31.95,-4.29
730,17.63,28.58,0.88
740,25.7,23.3,7.03
750,31.92,17.02,13.54
760,34.47,12.17,18.95
770,33.63,9.32,20.83
780,29.21,8.21,19.66
790,22.07,8.24,18.21
800,14.57,9.18,17.94
810,8.07,9.68,18.46
820,3.51,9.41,19.04
830,2.45,8.27,18.39
840,4.63,7.19,16.74
850,8.44,6.25,14.63
860,11.66,5.3,12.85
870,13.31,4.61,11.5
880,13.41,4.29,10.79
890,12.52,4.36,10.98
900,11.07,4.63,11.45
910,9.31,5.05,11.9
920,7.48,5.51,12.54
930,6.03,6.3,13.15
940,5.45,6.77,13.59
950,4.74,6.9,13.46
960,3.68,7.02,13.45
970,2.63,7.29,13.74
980,1.72,7.44,13.77
990,1.0,7.3,13.09
1000,0.72,7.02,11.83
