timestamp,x,y,z
0,-2.91,-3.58,8.22
10,-2.88,-3.49,8.59
20,-2.77,-3.46,8.77
30,-2.68,-3.47,8.59
40,-2.71,-3.47,8.41
50,-2.83,-3.46,8.47
60,-3.04,-3.41,8.68
70,-3.21,-3.39,8.73
80,-3.34,-3.36,8.61
90,-3.49,-3.34,8.57
100,-3.59,-3.35,8.4
110,-3.62,-3.37,8.23
120,-3.74,-3.34,8.35
130,-3.77,-3.29,8.47
140,-3.7,-3.29,8.44
150,-3.44,-3.27,8.53
160,-3.24,-3.23,8.54
170,-3.22,-3.18,8.66
180,-3.13,-3.17,8.76
190,-3.19,-3.16,8.77
200,-3.04,-3.09,8.89
210,-2.75,-3.02,8.94
220,-2.48,-3.0,8.81
230,-2.37,-2.98,8.54
240,-2.32,-3.02,8.35
250,-2.35,-3.01,8.48
260,-2.42,-2.94,8.64
270,-2.32,-2.92,8.68
280,-2.26,-2.97,8.49
290,-2.36,-3.02,8.28
300,-2.44,-2.99,8.14
310,-2.34,-2.98,8.07
320,-2.21,-2.87,8.07
330,-2.04,-2.76,8.14
340,-1.87,-2.64,8.12
350,-1.73,-2.46,7.88
360,-1.69,-2.24,7.61
370,-1.68,-2.09,7.46
380,-2.34,-1.92,7.48
390,-3.9,-1.86,7.3
400,-6.14,-1.73,6.47
410,-8.5,-1.86,5.04
420,-11.13,-2.44,3.12
430,-13.2,-2.76,1.35
440,-14.6,-2.86,0.66
450,-15.84,-2.59,0.58
460,-17.45,-2.28,0.14
470,-20.51,-2.26,-1.15
480,-24.92,-2.61,-3.82
490,-29.55,-2.71,-6.77
500,-31.88,-2.17,-8.76
510,-33.78,-0.17,-11.46
520,-34.2,2.08,-12.43
530,-32.57,5.19,-10.8
540,-30.07,10.31,-8.16
550,-25.37,16.35,-3.6
560,-19.17,22.15,1.67
570,-11.45,26.24,7.84
580,-3.43,27.94,15.21
590,4.27,27.51,22.07
600,10.69,25.38,25.97
610,15.64,21.66,27.0
620,19.72,18.06,26.0
630,22.17,15.06,24.36
640,22.32,12.75,22.03
650,21.04,11.31,18.56
660,19.7,10.13,16.14
670,18.26,9.36,14.85
680,17.15,8.97,14.22
690,15.84,8.65,14.0
700,14.29,8.29,13.76
710,13.01,7.95,13.25
720,11.8,7.72,12.84
730,10.74,7.63,12.52
740,9.92,7.65,11.89
750,9.43,7.91,11.09
760,9.15,7.92,10.37
770,8.6,8.24,10.02
780,9.0,8.74,9.75
790,9.29,9.77,9.74
800,8.84,11.23,10.35
810,8.3,12.43,11.24
820,7.09,13.5,11.34
830,5.58,15.08,11.79
840,2.99,16.66,12.19
850,-0.51,18.01,12.59
860,-3.95,19.78,14.14
870,-7.74,20.34,14.16
880,-12.08,19.81,13.74
890,-15.44,18.55,13.08
900,-17.01,17.23,11.76
910,-18.5,16.2,10.45
920,-20.6,14.85,9.41
930,-22.86,13.35,8.5
940,-24.19,11.97,7.8
950,-23.99,10.82,6.11
960,-22.83,9.79,4.1
970,-21.14,9.22,2.84
980,-19.56,9.03,2.27
990,-18.22,8.63,1.15
1000,-17.05,7.81,-0.82
