timestamp,x,y,z
0,-10.51,10.66,10.11
10,-14.06,11.11,7.12
20,-17.31,11.13,3.92
30,-18.25,11.03,1.45
40,-18.3,10.96,-0.36
50,-18.07,11.24,-1.22
60,-18.08,11.82,-1.34
70,-19.02,12.44,-1.41
80,-20.59,12.77,-1.83
90,-21.94,12.9,-2.64
100,-22.51,12.95,-3.73
110,-20.98,12.73,-4.87
120,-17.52,12.72,-5.27
130,-13.29,12.79,-5.07
140,-9.83,12.85,-4.68
150,-7.08,13.01,-3.44
160,-5.11,13.3,-1.24
170,-3.97,13.83,1.26
180,-3.16,14.52,3.52
190,-2.75,15.16,5.54
200,-2.12,15.92,7.83
210,-1.19,16.89,10.09
220,0.69,17.64,12.13
230,2.99,17.91,13.84
240,5.64,17.82,15.29
250,9.23,16.78,16.46
260,12.09,15.06,17.36
270,14.17,13.36,18.46
280,15.62,11.46,19.42
290,16.28,9.73,19.92
300,16.8,8.29,20.03
310,17.09,6.97,20.26
320,17.42,5.73,20.86
330,17.69,4.69,21.28
340,18.27,3.65,21.05
350,19.33,2.62,20.43
360,20.13,1.81,19.57
370,20.23,1.55,18.49
380,19.39,1.6,17.2
390,17.93,2.07,15.73
400,16.25,2.49,14.26
410,14.7,2.89,13.06
420,13.95,3.26,12.5
430,13.24,3.61,12.18
440,11.85,4.14,11.94
450,10.52,4.64,11.49
460,9.28,5.2,11.06
470,8.28,6.27,10.79
480,7.04,6.4,10.12
490,6.0,7.03,9.52
500,4.74,6.42,7.78
510,3.45,6.08,7.07
520,2.51,5.92,7.93
530,1.57,5.57,8.08
540,0.68,5.47,7.92
550,-0.85,5.28,8.18
560,-2.42,5.08,8.43
570,-3.67,5.1,8.68
580,-4.03,5.24,8.54
590,-4.22,5.47,8.09
600,-4.76,5.88,7.04
610,-6.04,6.37,5.48
620,-7.84,6.84,3.62
630,-9.74,7.29,1.49
640,-11.29,7.67,-0.9
650,-12.96,7.81,-3.29
660,-14.6,7.78,-5.37
670,-16.02,7.59,-7.03
680,-17.19,7.44,-8.18
690,-17.53,7.33,-8.64
700,-17.19,7.07,-8.48
710,-16.31,6.81,-7.84
720,-15.25,6.67,-6.84
730,-14.03,6.67,-5.75
740,-12.89,6.56,-4.85
750,-12.04,6.47,-3.87
760,-11.33,6.46,-2.75
770,-10.53,6.67,-1.46
780,-9.59,7.04,-0.07
790,-8.64,7.46,1.53
800,-7.31,7.91,3.46
810,-5.77,8.2,5.51
820,-4.32,8.25,7.22
830,-3.1,8.13,8.41
840,-1.69,7.79,9.18
850,-0.08,7.34,9.84
860,1.66,6.95,10.71
870,3.28,6.52,11.72
880,5.18,6.05,12.72
890,7.46,5.26,13.76
900,9.97,4.4,15.08
910,12.24,3.27,16.62
920,14.24,1.94,18.06
930,15.9,0.45,18.99
940,17.09,-0.67,19.09
950,17.92,-1.43,18.46
960,18.22,-2.03,17.42
970,17.93,-2.26,16.16
980,17.06,-2.34,14.76
990,15.65,-2.29,13.47
1000,13.99,-2.01,12.51
