timestamp,x,y,z
0,11.15,27.98,6.19
10,13.85,27.32,8.62
20,16.84,25.97,12.63
30,19.56,23.33,16.96
40,22.31,20.06,21.0
50,25.23,16.75,23.78
60,27.69,13.41,24.85
70,29.91,10.75,24.28
80,31.55,8.17,22.13
90,31.69,6.33,18.8
100,29.12,5.65,16.85
110,23.4,6.38,14.74
120,17.39,7.21,13.44
130,13.02,7.54,13.05
140,10.52,7.66,13.03
150,9.75,7.44,12.8
160,9.61,7.22,11.96
170,9.45,7.24,11.14
180,8.97,7.32,10.68
190,8.03,7.64,10.4
200,7.2,8.03,10.18
210,6.89,8.26,9.85
220,6.65,8.91,9.66
230,5.84,9.5,9.5
240,4.08,10.66,9.56
250,2.17,11.91,9.45
260,0.26,12.58,9.01
270,-1.59,13.46,8.41
280,-2.79,14.15,7.92
290,-3.57,14.45,7.55
300,-4.96,14.97,7.45
310,-6.85,14.18,7.52
320,-10.34,13.45,7.08
330,-16.2,13.8,5.88
340,-22.89,12.98,4.13
350,-26.79,11.28,-0.46
360,-29.35,8.66,-4.26
370,-26.93,6.56,-6.19
380,-19.81,5.74,-4.22
390,-13.2,5.61,-0.8
400,-9.21,5.74,1.68
410,-7.32,5.66,2.7
420,-7.13,5.84,3.29
430,-8.74,6.21,3.8
440,-11.55,6.68,4.35
450,-14.54,7.24,4.67
460,-16.93,7.67,4.3
470,-19.08,8.08,3.13
480,-20.35,8.7,1.81
490,-20.43,9.62,0.99
500,-20.03,11.18,1.03
510,-20.26,13.52,1.56
520,-21.63,16.76,2.01
530,-23.35,21.74,2.27
540,-24.62,28.2,2.14
550,-22.66,36.09,1.61
560,-12.66,42.75,1.17
570,-0.09,44.84,0.38
580,10.76,44.02,0.3
590,20.55,40.85,0.52
600,28.78,33.16,2.74
610,31.54,24.74,10.26
620,32.93,18.88,17.88
630,32.12,13.53,24.37
640,31.84,9.28,25.97
650,31.34,6.83,22.99
660,27.14,6.14,18.25
670,20.07,7.18,15.8
680,11.89,8.12,15.74
690,5.1,8.38,16.35
700,2.21,7.66,16.03
710,4.96,6.56,14.96
720,10.92,5.39,14.45
730,16.26,4.36,13.46
740,18.91,3.47,11.7
750,18.88,3.04,10.23
760,17.14,2.9,9.63
770,14.99,2.89,9.86
780,13.27,3.08,10.26
790,11.99,3.34,10.48
800,10.52,3.63,10.6
810,8.88,3.99,10.95
820,7.33,4.25,11.43
830,6.15,4.58,11.74
840,5.04,4.98,11.76
850,3.97,5.24,11.5
860,3.1,5.4,11.03
870,2.73,5.09,11.12
880,2.45,4.87,11.19
890,2.24,4.75,11.2
900,2.12,4.76,11.04
910,2.11,4.87,10.59
920,1.98,5.11,10.26
930,1.67,5.43,9.68
940,1.31,5.85,9.21
950,0.38,6.15,8.82
960,-0.81,6.43,8.65
970,-2.13,6.86,8.73
980,-3.37,7.04,8.75
990,-4.6,7.24,8.4
1000,-5.71,7.21,7.65
