timestamp,x,y,z
0,15.4,11.05,46.26
10,17.22,8.08,44.8
20,16.11,5.22,37.35
30,14.01,3.56,30.64
40,11.8,2.12,26.19
50,10.65,1.21,22.52
60,9.09,0.73,19.67
70,6.73,0.74,17.68
80,3.31,0.97,15.93
90,0.01,1.04,14.16
100,-1.99,0.93,11.91
110,-3.86,0.82,11.12
120,-4.39,0.97,10.02
130,-5.48,1.22,9.39
140,-6.26,1.53,8.55
150,-6.1,1.67,7.6
160,-7.09,2.0,7.81
170,-7.71,2.4,9.3
180,-7.1,2.11,9.45
190,-6.79,1.63,9.33
200,-7.98,1.51,10.24
210,-9.08,1.33,10.8
220,-9.58,1.3,11.35
230,-9.78,1.49,12.5
240,-10.66,1.63,12.45
250,-11.61,2.0,12.81
260,-11.9,2.2,12.75
270,-11.3,2.38,12.49
280,-10.88,2.31,11.64
290,-10.7,2.32,10.71
300,-10.77,2.66,10.66
310,-10.24,2.63,10.53
320,-9.11,2.3,9.72
330,-8.13,1.96,8.61
340,-7.25,1.62,7.97
350,-6.45,1.52,7.77
360,-6.02,1.73,7.24
370,-6.16,1.94,6.61
380,-6.42,2.0,5.7
390,-6.78,1.68,4.6
400,-6.37,1.33,3.99
410,-6.19,1.3,3.35
420,-6.74,1.19,2.47
430,-7.48,1.07,1.68
440,-8.29,0.87,0.37
450,-8.89,0.52,-0.96
460,-8.98,0.01,-1.8
470,-8.63,-0.41,-1.81
480,-7.93,-0.75,-1.41
490,-6.99,-0.83,-0.71
500,-6.01,-0.9,0.16
510,-5.06,-1.08,0.74
520,-4.23,-1.36,1.3
530,-3.71,-1.56,1.91
540,-3.42,-1.68,2.55
550,-3.52,-1.68,3.31
560,-3.88,-1.7,3.91
570,-4.23,-1.79,4.07
580,-4.28,-1.95,3.72
590,-4.32,-2.19,3.25
600,-4.39,-2.44,3.1
610,-4.77,-2.75,3.08
620,-5.33,-2.96,3.13
630,-5.74,-3.1,3.21
640,-5.93,-3.19,3.16
650,-5.95,-3.25,3.26
660,-5.92,-3.21,3.52
670,-6.03,-3.16,3.79
680,-6.33,-3.2,3.89
690,-6.87,-3.23,3.71
700,-7.54,-3.2,3.54
710,-7.7,-3.45,3.0
720,-7.99,-3.38,3.07
730,-8.12,-3.28,3.2
740,-8.1,-3.22,3.49
750,-7.54,-3.23,3.92
760,-7.09,-3.22,4.21
770,-7.06,-3.23,4.24
780,-7.67,-3.34,4.09
790,-8.92,-3.27,3.92
800,-10.1,-3.11,3.67
810,-11.08,-3.12,3.21
820,-12.6,-3.1,2.84
830,-14.66,-2.66,2.21
840,-16.35,-2.27,1.14
850,-17.87,-2.18,-0.28
860,-19.66,-1.98,-1.6
870,-21.78,-1.67,-2.59
880,-24.14,-1.17,-3.39
890,-26.05,-0.56,-4.07
900,-27.21,0.41,-3.86
910,-27.61,1.87,-2.71
920,-26.8,3.67,-0.88
930,-25.26,5.89,1.7
940,-21.99,7.93,4.6
950,-17.93,9.74,7.4
960,-12.83,11.12,8.76
970,-6.85,11.9,9.19
980,-1.35,12.26,9.82
990,3.04,12.29,11.6
1000,6.43,11.91,14.12
