timestamp,x,y,z
0,-3.6,-10.01,5.57
10,-3.5,-9.79,6.53
20,-3.38,-9.41,8.0
30,-3.33,-8.58,9.49
40,-3.35,-8.06,10.7
50,-3.42,-7.57,11.34
60,-3.44,-7.04,11.29
70,-3.4,-6.75,10.51
80,-3.24,-6.58,9.12
90,-3.01,-6.45,7.55
100,-2.72,-6.44,6.03
110,-2.32,-6.4,4.69
120,-1.87,-6.44,3.64
130,-1.43,-6.44,2.8
140,-1.05,-6.44,2.1
150,-0.77,-6.37,1.48
160,-0.6,-6.23,1.01
170,-0.59,-6.14,0.59
180,-0.68,-6.01,0.25
190,-0.86,-5.9,-0.15
200,-1.04,-5.74,-0.58
210,-1.24,-5.57,-1.03
220,-1.39,-5.44,-1.52
230,-1.51,-5.29,-1.99
240,-1.51,-5.29,-2.44
250,-1.45,-5.32,-2.91
260,-1.31,-5.32,-3.36
270,-1.15,-5.35,-3.75
280,-1.0,-5.33,-4.11
290,-0.79,-5.26,-4.41
300,-0.62,-5.03,-4.64
310,-0.44,-4.65,-4.85
320,-0.49,-4.06,-5.15
330,-0.57,-3.48,-5.58
340,-0.69,-2.83,-6.0
350,-0.79,-1.98,-6.4
360,-1.13,-0.98,-6.7
370,-1.71,-0.02,-6.55
380,-2.56,1.0,-5.57
390,-3.6,1.97,-4.05
400,-4.03,3.04,-2.3
410,-4.24,4.18,-0.05
420,-3.85,4.9,2.45
430,-3.65,5.8,5.19
440,-3.63,6.77,7.88
450,-3.83,7.82,10.5
460,-4.61,8.77,12.93
470,-5.68,9.45,15.17
480,-6.83,9.76,16.96
490,-7.9,9.97,18.24
500,-9.08,10.12,18.9
510,-10.03,9.95,18.53
520,-10.3,9.41,17.12
530,-9.91,8.73,15.23
540,-8.94,8.14,13.61
550,-7.8,7.79,12.66
560,-6.92,7.75,12.58
570,-6.7,7.82,13.17
580,-7.21,7.98,13.7
590,-8.18,8.07,13.82
600,-9.21,7.99,13.45
610,-9.9,7.75,12.66
620,-9.92,7.48,11.49
630,-9.35,7.05,10.07
640,-8.42,6.49,8.68
650,-7.13,5.77,7.47
660,-6.03,5.24,6.6
670,-4.89,4.7,5.86
680,-3.9,4.27,5.33
690,-3.09,3.91,4.95
700,-2.59,3.77,4.76
710,-2.17,3.59,4.76
720,-2.04,3.56,4.76
730,-2.01,3.59,4.88
740,-2.21,3.68,4.98
750,-2.46,3.97,5.1
760,-2.73,4.24,5.3
770,-3.15,4.63,5.54
780,-3.61,5.08,5.93
790,-4.08,5.53,6.51
800,-4.77,6.2,7.19
810,-5.5,6.88,7.96
820,-6.15,7.5,8.66
830,-6.75,8.01,9.03
840,-7.31,8.48,9.18
850,-7.84,8.96,9.19
860,-8.46,9.43,9.27
870,-9.1,9.93,9.48
880,-9.76,10.36,9.81
890,-10.58,10.87,10.3
900,-11.53,11.34,10.92
910,-12.45,11.88,11.69
920,-12.49,12.23,12.2
930,-12.08,12.27,12.53
940,-11.22,12.27,12.68
950,-10.06,11.81,12.68
960,-8.81,11.31,12.84
970,-7.4,10.87,13.37
980,-6.34,10.7,13.91
990,-4.98,10.4,14.35
1000,-3.56,10.03,14.2
