timestamp,x,y,z
0,-2.09,-2.79,3.58
10,-1.94,-2.88,2.63
20,-1.91,-2.83,1.87
30,-2.12,-2.6,1.17
40,-2.6,-2.52,0.28
50,-2.96,-2.54,-0.58
60,-3.64,-2.5,-1.46
70,-4.28,-2.41,-2.07
80,-4.73,-2.25,-2.45
90,-5.1,-2.0,-2.79
100,-5.14,-1.77,-3.08
110,-4.85,-1.63,-3.5
120,-4.24,-1.35,-3.95
130,-3.62,-1.06,-4.44
140,-3.32,-0.51,-4.9
150,-3.31,0.06,-5.1
160,-3.49,0.79,-4.83
170,-4.16,1.65,-4.29
180,-4.56,2.27,-3.47
190,-5.11,3.24,-2.84
200,-5.35,3.64,-2.41
210,-5.25,4.14,-2.09
220,-4.88,4.63,-2.09
230,-3.94,4.83,-1.65
240,-3.02,5.02,-0.52
250,-2.77,6.92,1.98
260,-2.76,8.63,7.52
270,-3.14,10.17,14.18
280,-4.73,11.01,22.66
290,-4.46,10.73,27.56
300,-3.73,9.7,29.14
310,-2.2,7.94,27.32
320,0.24,5.64,23.33
330,2.1,3.14,19.73
340,3.71,1.39,17.49
350,4.75,0.72,17.26
360,4.67,1.31,18.8
370,3.12,2.87,21.09
380,0.74,4.62,22.95
390,-1.72,6.04,23.84
400,-3.66,6.75,23.61
410,-4.73,6.9,22.59
420,-5.18,6.59,21.04
430,-5.11,6.01,18.98
440,-5.14,5.29,16.53
450,-5.28,4.63,14.2
460,-5.65,4.11,12.05
470,-6.1,3.87,10.43
480,-6.69,4.17,9.77
490,-7.59,5.09,10.47
500,-8.97,6.34,12.27
510,-10.76,7.77,14.88
520,-12.94,9.43,17.89
530,-14.97,11.04,20.63
540,-16.22,12.32,22.33
550,-16.35,13.28,22.66
560,-14.78,14.07,21.91
570,-11.32,14.33,20.4
580,-6.91,14.3,18.66
590,-2.39,14.1,16.94
600,1.9,13.91,15.26
610,5.51,13.16,12.91
620,8.72,11.39,9.33
630,10.86,8.66,5.33
640,11.96,5.61,1.59
650,12.29,3.07,-0.94
660,12.07,0.72,-2.93
670,11.31,-0.78,-4.51
680,9.65,-1.89,-5.25
690,7.81,-2.6,-5.16
700,6.09,-3.16,-4.5
710,4.75,-3.53,-3.72
720,4.19,-3.72,-3.06
730,3.79,-3.98,-3.0
740,3.44,-4.27,-3.46
750,3.21,-4.66,-4.19
760,3.08,-4.95,-5.02
770,3.14,-5.21,-5.86
780,3.06,-5.68,-6.5
790,3.35,-6.06,-6.61
800,3.59,-6.32,-6.03
810,3.26,-6.33,-5.01
820,2.5,-6.34,-3.86
830,1.41,-6.38,-2.63
840,0.28,-6.31,-1.46
850,-1.13,-6.23,-0.75
860,-2.31,-5.74,0.67
870,-3.3,-5.48,3.09
880,-4.47,-5.51,5.63
890,-5.37,-5.55,7.89
900,-5.6,-5.74,9.65
910,-5.36,-6.0,11.09
920,-4.77,-6.37,12.29
930,-3.95,-6.79,13.26
940,-3.06,-7.14,14.07
950,-2.15,-7.54,14.58
960,-1.34,-7.92,14.6
970,-0.65,-8.27,14.2
980,-0.23,-8.34,13.54
990,-0.18,-8.27,12.69
1000,-0.58,-8.12,11.67
