timestamp,x,y,z
0,1.82,11.75,24.29
10,2.92,11.23,25.43
20,1.54,11.08,25.9
30,-1.01,10.64,25.19
40,-3.97,9.42,22.96
50,-5.73,8.47,19.78
60,-5.74,7.34,16.55
70,-4.37,6.4,14.45
80,-2.39,5.86,13.85
90,-0.59,5.59,14.34
100,0.47,5.35,15.09
110,0.74,5.21,15.28
120,0.47,4.88,14.45
130,0.01,4.49,12.84
140,-0.74,4.05,11.02
150,-0.88,4.17,9.72
160,-1.08,4.28,9.26
170,-1.02,4.31,9.31
180,-0.99,4.51,9.46
190,-1.08,4.83,9.67
200,-1.03,5.09,9.76
210,-0.77,5.0,9.46
220,-0.46,4.95,9.0
230,-0.18,5.15,8.57
240,0.01,5.15,8.43
250,0.24,5.39,8.55
260,0.3,5.31,8.73
270,0.33,5.43,9.05
280,0.08,5.73,9.25
290,-0.27,5.94,9.17
300,-0.45,6.06,8.84
310,-0.22,6.12,8.28
320,0.22,5.94,7.59
330,0.88,5.74,6.9
340,1.32,5.76,6.48
350,1.28,5.8,6.54
360,0.89,5.98,7.07
370,0.22,6.29,7.66
380,-0.25,6.48,8.21
390,-0.41,6.65,8.46
400,-0.15,6.65,8.25
410,0.38,6.67,7.71
420,0.84,6.56,6.99
430,1.22,6.57,6.27
440,1.36,6.36,5.76
450,0.96,6.58,5.64
460,0.04,6.73,5.91
470,-0.79,6.95,6.59
480,-1.51,7.07,7.26
490,-1.68,7.3,7.82
500,-1.36,7.47,7.98
510,-0.55,7.4,7.51
520,0.35,7.22,6.6
530,0.9,7.01,5.6
540,1.3,6.88,4.93
550,1.31,6.87,4.71
560,0.84,7.04,5.05
570,0.02,7.37,6.05
580,-0.94,7.96,7.42
590,-1.64,8.53,8.81
600,-1.7,9.0,9.63
610,-1.26,9.47,9.46
620,-0.26,9.82,8.57
630,0.5,10.09,7.49
640,0.83,10.21,6.51
650,0.55,10.48,6.13
660,-0.29,10.77,6.42
670,-1.53,11.45,7.32
680,-3.01,12.26,8.6
690,-4.72,12.95,9.83
700,-6.34,13.65,11.07
710,-8.07,15.3,12.23
720,-10.18,16.57,13.32
730,-12.52,17.4,14.28
740,-14.33,18.05,15.02
750,-15.16,19.1,15.32
760,-14.54,19.91,14.89
770,-12.24,20.12,13.9
780,-9.68,19.68,12.96
790,-7.73,19.87,12.73
800,-6.32,20.45,13.16
810,-4.94,21.92,13.49
820,-3.94,23.27,14.0
830,-2.77,23.73,14.26
840,-0.78,24.25,14.31
850,1.47,24.07,13.74
860,3.43,23.43,12.42
870,5.1,22.48,10.63
880,6.39,21.79,8.65
890,6.56,20.04,5.96
900,6.84,18.57,3.39
910,7.27,16.74,1.14
920,7.4,14.9,-1.02
930,7.35,12.85,-3.15
940,8.44,10.27,-4.7
950,10.09,8.2,-6.68
960,10.7,5.61,-8.53
970,11.03,3.22,-9.9
980,11.43,0.7,-11.12
990,11.76,-1.51,-11.93
1000,12.01,-3.32,-12.05
