timestamp,x,y,z
0,-4.55,-3.75,4.12
10,-4.44,-3.77,3.68
20,-4.29,-3.72,3.29
30,-4.14,-3.64,3.06
40,-3.99,-3.52,2.94
50,-3.8,-3.33,3.02
60,-3.53,-3.16,3.16
70,-3.18,-2.98,3.23
80,-2.9,-2.7,3.14
90,-2.65,-2.22,2.88
100,-2.14,-1.76,2.3
110,-0.95,-1.44,1.5
120,0.77,-1.11,0.73
130,1.81,-0.75,-0.33
140,2.62,-0.47,-1.52
150,2.4,-0.2,-2.7
160,1.9,-0.17,-4.2
170,1.37,0.13,-5.81
180,-0.22,0.81,-6.93
190,-1.62,1.54,-6.86
200,-3.0,2.49,-6.02
210,-4.02,3.53,-4.91
220,-4.2,4.34,-3.58
230,-3.49,4.85,-1.76
240,-1.77,5.79,0.39
250,-1.58,7.9,3.62
260,-2.73,9.91,9.51
270,-5.48,11.58,15.82
280,-7.46,12.38,21.81
290,-9.11,12.67,26.21
300,-10.51,12.2,28.27
310,-11.69,11.29,27.95
320,-12.51,10.58,26.11
330,-14.43,10.01,23.85
340,-16.29,9.57,22.44
350,-17.26,9.17,21.77
360,-16.9,8.97,21.75
370,-15.57,8.77,21.88
380,-13.79,8.32,21.76
390,-12.07,7.89,21.12
400,-10.74,7.41,19.86
410,-9.86,7.09,18.08
420,-9.52,6.9,16.12
430,-9.74,6.92,13.99
440,-10.15,6.92,12.06
450,-10.66,6.97,10.65
460,-10.96,7.01,9.81
470,-10.74,6.99,9.68
480,-10.0,6.99,10.18
490,-9.05,7.04,10.84
500,-7.95,7.0,11.23
510,-6.77,6.83,11.22
520,-5.77,6.48,10.92
530,-4.9,6.02,10.53
540,-3.95,5.45,10.03
550,-3.2,4.96,9.35
560,-2.64,4.49,8.47
570,-2.01,3.9,7.42
580,-1.51,3.27,6.22
590,-0.55,2.62,5.03
600,0.53,1.8,3.97
610,2.11,0.95,3.36
620,3.48,0.02,2.93
630,4.7,-0.88,2.75
640,5.51,-1.68,2.76
650,5.92,-2.37,2.98
660,5.92,-2.84,3.21
670,5.88,-3.15,3.49
680,6.03,-3.51,4.01
690,6.51,-3.7,4.88
700,7.09,-3.81,6.11
710,7.45,-3.73,7.64
720,7.54,-3.46,9.11
730,7.24,-3.18,10.14
740,6.7,-2.89,10.68
750,5.92,-2.64,10.64
760,4.84,-2.51,10.22
770,3.66,-2.46,9.45
780,2.7,-2.43,8.43
790,1.94,-2.42,7.42
800,0.9,-2.37,6.67
810,-0.6,-2.13,6.37
820,-2.56,-1.64,6.32
830,-4.44,-1.37,6.34
840,-5.7,-1.24,6.46
850,-6.4,-1.26,6.58
860,-6.42,-1.4,6.63
870,-5.93,-1.53,6.45
880,-5.54,-1.58,6.06
890,-5.63,-1.54,5.55
900,-6.58,-1.32,5.03
910,-8.07,-1.05,4.67
920,-9.81,-0.79,4.42
930,-11.33,-0.56,4.14
940,-12.47,-0.48,3.88
950,-13.02,-0.54,3.64
960,-12.9,-0.71,3.43
970,-12.28,-0.98,3.34
980,-11.42,-1.23,3.49
990,-10.62,-1.43,3.74
1000,-9.94,-1.6,4.04
