timestamp,x,y,z
0,0.24,-4.98,3.28
10,0.29,-4.53,2.21
20,-0.14,-4.34,0.85
30,-0.38,-4.14,-0.26
40,-0.76,-3.79,-1.27
50,-1.84,-3.61,-2.24
60,-3.35,-3.17,-3.12
70,-4.43,-2.69,-3.86
80,-5.09,-2.38,-4.49
90,-5.47,-1.99,-5.1
100,-5.34,-1.76,-5.71
110,-4.83,-1.87,-6.57
120,-3.96,-1.88,-7.4
130,-3.28,-1.64,-7.71
140,-3.07,-1.01,-7.22
150,-3.15,-0.09,-6.15
160,-3.34,0.82,-5.22
170,-3.36,1.65,-4.94
180,-3.11,2.28,-5.34
190,-2.58,2.93,-6.08
200,-1.75,3.34,-6.6
210,-0.67,3.82,-6.28
220,0.17,5.1,-4.99
230,1.14,6.41,-3.12
240,1.56,7.45,-1.29
250,0.8,8.67,0.22
260,-0.98,10.33,2.9
270,-3.62,12.43,8.23
280,-7.14,14.03,14.13
290,-10.48,14.42,18.18
300,-12.2,13.61,18.75
310,-11.94,12.07,16.3
320,-9.94,10.83,13.92
330,-7.14,10.11,13.98
340,-4.83,10.38,17.88
350,-4.67,11.11,23.35
360,-5.77,11.4,28.09
370,-8.15,11.27,29.76
380,-10.07,10.68,27.74
390,-10.65,9.5,22.65
400,-10.22,8.07,16.26
410,-9.07,6.72,10.65
420,-7.46,5.67,6.67
430,-6.34,4.95,4.13
440,-5.6,4.49,2.98
450,-5.17,4.49,3.34
460,-5.37,4.7,4.8
470,-5.59,4.98,6.71
480,-5.68,5.13,8.25
490,-5.25,5.22,9.22
500,-4.67,5.17,9.37
510,-4.0,5.19,8.84
520,-3.6,5.31,7.79
530,-3.45,5.47,6.64
540,-3.88,5.87,5.64
550,-4.57,6.47,5.06
560,-5.45,7.12,4.98
570,-6.6,8.23,5.52
580,-8.35,9.6,6.16
590,-10.05,10.67,6.48
600,-11.23,11.54,6.71
610,-12.86,12.5,7.09
620,-14.64,13.67,7.95
630,-16.8,14.96,8.82
640,-18.72,16.03,9.48
650,-19.79,17.18,10.27
660,-20.35,18.16,10.91
670,-19.86,19.03,11.58
680,-18.43,19.8,12.45
690,-15.96,20.2,13.92
700,-13.33,20.43,15.59
710,-10.6,20.69,17.28
720,-7.89,20.89,18.58
730,-5.45,20.98,18.71
740,-3.26,20.76,17.25
750,-0.92,20.0,14.33
760,1.43,18.11,10.33
770,3.56,15.29,6.38
780,5.49,12.12,3.36
790,6.8,9.43,1.4
800,8.21,6.18,0.2
810,8.48,3.27,-0.85
820,8.51,0.71,-1.74
830,8.53,-1.32,-2.28
840,7.49,-2.69,-2.65
850,6.22,-3.55,-2.63
860,5.05,-4.09,-2.59
870,3.97,-4.52,-2.84
880,3.51,-5.12,-3.3
890,3.55,-5.74,-3.76
900,3.74,-6.33,-4.04
910,3.86,-6.81,-3.99
920,3.7,-7.25,-3.59
930,3.21,-7.48,-2.9
940,2.51,-7.61,-2.33
950,1.96,-7.74,-1.88
960,1.52,-7.9,-1.64
970,1.16,-8.18,-1.52
980,0.88,-8.48,-1.37
990,0.76,-8.73,-1.24
1000,0.78,-9.14,-1.08
