timestamp,x,y,z
0,0.03,-0.75,-3.85
10,0.54,-0.54,-3.94
20,1.27,-0.45,-3.34
30,1.16,-0.16,-1.51
40,0.2,0.46,0.94
50,-0.71,1.5,3.86
60,-1.77,2.24,7.26
70,-2.66,3.19,10.7
80,-3.49,3.72,13.76
90,-3.88,4.25,16.59
100,-4.22,4.69,19.0
110,-4.49,5.16,20.86
120,-4.33,4.98,21.76
130,-3.7,4.57,21.58
140,-2.45,4.06,20.64
150,-0.95,3.41,19.37
160,0.44,2.83,18.33
170,0.94,2.59,17.57
180,0.58,2.51,17.08
190,-0.5,2.59,16.5
200,-1.75,2.53,15.69
210,-2.93,2.64,14.66
220,-3.72,2.74,13.59
230,-4.06,2.66,12.45
240,-3.96,2.44,11.27
250,-3.56,2.22,10.28
260,-2.95,2.13,9.88
270,-2.41,2.07,9.82
280,-1.92,2.09,9.88
290,-1.45,2.07,9.91
300,-1.23,2.14,9.87
310,-1.32,2.31,9.86
320,-1.64,2.48,9.88
330,-2.15,2.64,9.9
340,-2.62,2.88,9.94
350,-2.77,2.98,9.86
360,-2.65,3.0,9.54
370,-2.33,3.01,9.13
380,-1.97,3.03,8.88
390,-1.75,2.93,8.81
400,-1.57,2.95,8.98
410,-1.56,3.07,9.29
420,-1.59,3.17,9.58
430,-1.79,3.35,9.93
440,-2.09,3.72,10.38
450,-2.43,4.24,10.97
460,-3.15,4.8,11.66
470,-4.2,5.71,12.62
480,-5.53,6.53,13.73
490,-7.39,7.62,15.23
500,-9.55,8.85,17.11
510,-11.9,10.03,19.14
520,-13.97,11.14,20.88
530,-15.28,11.85,21.78
540,-15.29,12.21,21.51
550,-13.61,12.37,20.59
560,-10.81,12.46,19.69
570,-8.06,12.58,18.89
580,-5.51,12.59,17.83
590,-3.12,12.32,16.34
600,-0.95,11.62,14.19
610,1.34,10.74,11.84
620,3.43,9.31,9.48
630,5.34,7.71,7.3
640,7.12,5.98,5.67
650,8.68,4.13,4.45
660,9.78,2.37,3.56
670,10.49,1.17,3.01
680,10.39,0.46,2.48
690,9.69,-0.2,1.62
700,9.02,-0.94,0.42
710,8.64,-1.81,-1.03
720,9.09,-3.05,-2.54
730,9.42,-4.16,-5.02
740,9.83,-5.18,-6.47
750,9.42,-5.84,-6.33
760,8.19,-6.02,-4.82
770,6.35,-5.94,-2.81
780,4.63,-5.81,-1.21
790,3.2,-5.67,-0.27
800,2.09,-5.75,0.07
810,1.43,-5.86,0.23
820,0.81,-5.94,0.28
830,0.28,-6.01,0.47
840,-0.19,-6.15,0.71
850,-0.55,-6.37,1.04
860,-0.44,-6.61,1.54
870,-0.2,-6.82,2.07
880,-0.07,-7.05,2.64
890,0.18,-7.13,3.36
900,0.04,-7.16,4.07
910,-0.36,-7.0,4.84
920,-0.88,-6.78,5.78
930,-1.34,-6.64,6.55
940,-1.43,-6.65,6.97
950,-0.83,-6.81,7.01
960,0.38,-6.98,6.85
970,1.88,-7.19,6.65
980,3.52,-7.35,6.45
990,5.29,-7.61,6.31
1000,7.05,-7.85,6.18
