timestamp,x,y,z
0,-4.68,-7.67,3.55
10,-4.56,-7.73,3.63
20,-4.47,-7.83,3.75
30,-4.43,-7.96,3.87
40,-4.38,-8.08,4.01
50,-4.41,-8.18,4.12
60,-4.51,-8.31,4.24
70,-4.56,-8.46,4.44
80,-4.59,-8.6,4.7
90,-4.52,-8.73,5.0
100,-4.3,-8.88,5.38
110,-3.93,-9.05,5.83
120,-3.41,-9.22,6.24
130,-2.78,-9.42,6.61
140,-2.11,-9.69,6.96
150,-1.52,-9.9,7.43
160,-0.7,-10.06,8.07
170,-0.11,-10.12,8.63
180,0.17,-9.99,9.02
190,0.11,-9.62,9.15
200,-0.49,-9.12,8.83
210,-1.6,-8.64,8.21
220,-2.98,-8.17,7.43
230,-4.68,-7.71,6.69
240,-5.96,-7.22,6.42
250,-7.27,-6.53,6.5
260,-8.28,-5.91,6.68
270,-8.95,-5.35,6.71
280,-9.33,-4.96,6.3
290,-9.47,-4.78,5.42
300,-9.14,-4.78,4.4
310,-8.7,-4.89,3.31
320,-8.21,-5.08,2.25
330,-7.76,-5.25,1.56
340,-7.35,-5.4,1.11
350,-6.8,-5.49,0.9
360,-6.31,-5.52,0.84
370,-5.92,-5.61,0.75
380,-5.67,-5.63,0.65
390,-5.49,-5.62,0.41
400,-5.23,-5.66,0.07
410,-4.95,-5.72,-0.36
420,-4.67,-5.86,-0.82
430,-4.43,-6.0,-1.25
440,-4.32,-6.08,-1.53
450,-4.3,-6.15,-1.73
460,-4.44,-6.14,-1.88
470,-4.75,-6.09,-1.96
480,-5.15,-6.02,-1.92
490,-5.54,-5.98,-1.84
500,-5.88,-5.97,-1.78
510,-6.08,-6.01,-1.75
520,-5.99,-6.11,-1.8
530,-5.69,-6.27,-1.95
540,-5.37,-6.46,-1.97
550,-5.12,-6.65,-1.94
560,-4.98,-6.81,-1.86
570,-4.97,-6.96,-1.68
580,-5.13,-7.09,-1.49
590,-5.32,-7.14,-1.22
600,-5.49,-7.16,-0.96
610,-5.61,-7.23,-0.68
620,-5.72,-7.32,-0.49
630,-5.76,-7.42,-0.29
640,-5.6,-7.51,-0.13
650,-5.3,-7.6,0.01
660,-4.86,-7.66,0.07
670,-4.47,-7.71,-0.03
680,-4.1,-7.73,-0.17
690,-3.75,-7.69,-0.38
700,-3.46,-7.58,-0.62
710,-3.12,-7.4,-0.98
720,-2.64,-7.15,-1.3
730,-1.85,-6.72,-1.57
740,-0.99,-6.38,-2.17
750,0.19,-5.88,-2.93
760,1.05,-5.17,-3.82
770,2.1,-4.75,-5.19
780,3.9,-4.34,-8.26
790,4.4,-3.42,-11.02
800,5.2,-1.97,-12.85
810,5.7,-0.12,-13.95
820,5.7,2.0,-14.39
830,5.91,4.26,-13.94
840,7.1,6.62,-12.19
850,7.62,9.05,-9.17
860,6.75,12.25,-5.2
870,4.39,14.39,-1.41
880,1.17,17.51,1.39
890,-3.73,22.13,8.78
900,-10.82,24.45,16.42
910,-17.5,24.43,20.62
920,-22.28,22.33,23.36
930,-24.53,18.9,22.03
940,-20.94,16.01,18.79
950,-15.05,13.38,15.01
960,-8.91,10.95,12.67
970,-4.28,9.04,11.61
980,-2.04,7.97,11.58
990,-1.96,7.68,12.6
1000,-4.99,8.21,13.98
