timestamp,x,y,z
0,-20.22,6.29,13.69
10,-17.82,6.43,17.22
20,-15.38,6.41,21.48
30,-13.1,6.33,25.08
40,-10.1,6.05,26.68
50,-7.13,5.46,25.83
60,-4.55,5.01,23.68
70,-2.17,4.92,21.57
80,0.25,4.86,19.99
90,3.19,4.96,19.83
100,6.16,5.17,21.09
110,9.3,5.22,23.04
120,12.94,4.9,24.28
130,15.82,4.16,23.68
140,16.41,3.33,21.35
150,14.88,2.66,18.09
160,12.42,2.02,14.79
170,10.08,1.56,11.71
180,8.31,0.96,9.08
190,6.68,0.57,6.74
200,5.34,0.01,4.69
210,3.85,-0.54,2.85
220,2.61,-0.77,1.33
230,1.16,-1.47,-0.25
240,0.14,-2.1,-1.53
250,-0.34,-2.63,-2.52
260,0.01,-3.19,-3.08
270,0.84,-3.41,-3.28
280,1.26,-3.58,-3.25
290,1.02,-3.36,-2.58
300,-0.1,-2.81,-1.4
310,-1.68,-2.15,-0.2
320,-3.59,-1.78,0.31
330,-5.44,-1.99,-0.13
340,-6.49,-1.99,-0.44
350,-6.64,-2.09,0.12
360,-5.96,-2.05,1.66
370,-5.14,-1.91,3.55
380,-5.19,-1.64,5.61
390,-6.32,-1.4,7.3
400,-7.86,-1.23,7.79
410,-8.9,-1.4,6.65
420,-8.96,-1.89,4.42
430,-8.68,-2.31,2.51
440,-8.54,-2.4,1.51
450,-9.35,-2.05,1.78
460,-10.83,-1.3,3.39
470,-12.13,-0.44,5.69
480,-13.29,0.5,8.83
490,-14.28,1.95,13.25
500,-15.48,3.31,18.43
510,-16.74,4.73,23.6
520,-17.79,5.99,27.78
530,-17.98,6.56,28.75
540,-16.23,6.28,25.71
550,-13.47,5.36,20.36
560,-10.35,4.38,15.62
570,-6.65,3.7,13.28
580,-2.25,3.14,13.74
590,2.49,2.77,16.42
600,6.76,2.69,19.91
610,11.2,2.53,22.63
620,14.82,1.96,22.53
630,15.91,1.33,19.24
640,14.5,1.05,14.52
650,11.79,0.65,10.32
660,9.46,0.13,7.21
670,8.14,-0.54,5.45
680,7.37,-1.09,4.2
690,7.11,-1.64,3.49
700,6.86,-2.02,3.02
710,6.78,-2.37,2.51
720,6.65,-2.65,1.76
730,6.42,-2.88,0.85
740,5.99,-2.87,0.0
750,5.41,-2.83,-0.65
760,4.33,-2.77,-1.4
770,3.16,-2.72,-2.29
780,1.61,-2.66,-3.33
790,-0.51,-2.4,-3.55
800,-2.67,-1.98,-2.9
810,-4.32,-1.63,-1.78
820,-5.37,-1.19,-0.52
830,-5.96,-0.85,0.62
840,-6.79,-0.48,1.51
850,-8.17,-0.06,2.11
860,-10.13,0.4,2.52
870,-12.81,1.14,3.45
880,-15.99,1.88,4.36
890,-18.39,2.59,5.38
900,-19.64,3.01,6.6
910,-19.8,3.34,8.34
920,-19.14,3.63,10.46
930,-18.35,3.82,12.73
940,-17.29,4.09,15.16
950,-15.5,4.31,17.23
960,-12.59,4.31,18.47
970,-9.13,4.16,18.88
980,-5.99,3.95,18.81
990,-3.32,4.05,18.83
1000,-1.04,4.39,19.23
