timestamp,x,y,z
0,-5.65,6.28,14.96
10,-4.42,6.08,15.11
20,-2.96,5.79,15.27
30,-1.78,5.6,15.28
40,-0.7,5.53,15.28
50,0.2,5.61,15.33
60,1.0,5.68,15.48
70,1.73,5.73,15.78
80,2.33,5.71,16.03
90,3.07,5.73,16.07
100,3.81,5.47,15.63
110,4.64,5.15,14.85
120,5.35,4.83,14.05
130,5.91,4.47,13.36
140,6.39,4.11,12.75
150,6.58,3.74,12.19
160,6.62,3.56,11.78
170,6.66,3.24,11.45
180,6.55,2.96,10.99
190,6.14,2.77,10.48
200,5.25,2.64,9.75
210,4.35,2.51,8.76
220,3.73,2.29,7.59
230,3.48,2.05,6.45
240,3.52,1.8,5.51
250,3.73,1.54,4.74
260,3.91,1.34,4.14
270,4.05,1.04,3.64
280,4.03,0.92,3.13
290,3.77,0.86,2.69
300,3.37,0.84,2.32
310,2.95,0.88,2.12
320,2.65,0.9,2.03
330,2.29,1.09,1.93
340,1.95,1.2,1.74
350,1.68,1.26,1.33
360,1.52,1.31,0.76
370,1.32,1.18,0.12
380,1.12,1.14,-0.36
390,0.92,1.37,-0.25
400,0.4,1.83,0.82
410,-0.94,2.58,2.33
420,-2.55,3.27,4.08
430,-4.34,3.74,5.47
440,-6.2,3.89,5.71
450,-7.51,3.93,4.8
460,-8.55,3.93,3.26
470,-9.7,3.84,1.67
480,-10.65,3.83,0.7
490,-11.38,3.89,0.49
500,-11.6,4.0,1.2
510,-11.25,4.23,2.71
520,-10.91,4.61,4.88
530,-10.82,5.11,7.27
540,-11.04,5.49,9.13
550,-11.24,5.57,9.93
560,-11.24,5.46,9.42
570,-11.17,5.4,7.92
580,-10.95,5.44,6.2
590,-10.6,5.54,5.19
600,-10.17,5.83,5.63
610,-9.68,6.28,7.48
620,-9.59,6.75,9.98
630,-9.84,7.15,12.33
640,-10.01,7.37,13.85
650,-9.56,7.37,14.0
660,-8.26,7.19,13.21
670,-6.65,6.93,12.36
680,-5.34,6.68,12.13
690,-4.57,6.5,12.72
700,-4.29,6.36,13.79
710,-4.37,6.33,15.08
720,-4.67,6.4,16.38
730,-5.14,6.34,17.22
740,-5.46,6.22,17.09
750,-5.44,5.95,15.99
760,-5.36,5.74,14.69
770,-5.23,5.35,13.41
780,-5.07,5.17,12.41
790,-4.87,4.99,11.89
800,-4.45,5.09,11.82
810,-3.83,5.12,12.09
820,-2.98,5.05,12.47
830,-2.14,4.89,12.61
840,-1.63,4.73,12.44
850,-1.36,4.45,12.05
860,-1.25,4.22,11.61
870,-1.1,4.04,11.18
880,-0.83,3.92,10.81
890,-0.5,3.87,10.6
900,-0.2,3.96,10.63
910,0.26,4.08,10.88
920,0.74,4.02,11.3
930,1.12,3.86,11.69
940,1.45,3.68,12.03
950,1.69,3.55,12.21
960,1.76,3.39,12.0
970,1.69,3.19,11.14
980,1.58,2.96,9.85
990,1.47,2.7,8.75
1000,1.4,2.43,8.26
